director_id,director_name
1246,Dylan Mohan Gray
1247,Dylan Southern
1248,Ed Lilly
1249,Ed Perkins
1250,Eddie Martin
1251,Eddie Mensore
1252,Eddie Rosas
1253,Edgar Wright
1254,Edoardo Ponti
1255,Eduardo Casanova
1256,Eduardo Chauvet
1257,Eduardo Mendoza de Echave
1258,Eduardo Pinto
1259,Eduardo Roy Jr.
1260,Edward Cotterill
1261,Edward Drake
1262,Edward Ellis
1263,Edward James Olmos
1264,Edward Zwick
1265,Edwin
1266,Eeshwar Nivas
1267,Ehtesham Uddin
1268,Einar Gabbassov
1269,Ekachai Uekrongtham
1270,Ekene Som Mekwunye
1271,Elaine Bogan
1272,Elaine McMillion Sheldon
1273,Eleonore Pourriat
1274,Eli Craig
1275,Eli Roth
1276,Eliane Brum
1277,Elisa Fuksas
1278,Elisabeth Vogler
1279,Elissa Down
1280,Elite Zexer
1281,Elizabeth Banks
1282,Elizabeth Chai Vasarhelyi
1283,Elizabeth Wood
1284,Elle Callahan
1285,Elle-Máijá Tailfeathers
1286,Ellen Brown
1287,Ellen Page
1288,Ellen Seidler
1289,Ellen Weissbrod
1290,Ellena Wood
1291,Elliot Hegarty
1292,Elliot Silverstein
1293,Elsa Flores Almaraz
1294,Elsa Nakamichi
1295,Elvira Lind
1296,Elías León
1297,Emanuel Hoss-Desmarais
1298,Emcy Joseph
1299,Emil Ben-Shimon
1300,Emilio Martínez Lázaro
1301,Emily Hagins
1302,Emir Kusturica
1303,Emma Hatherley
1304,Emma Tammi
1305,Emmanuel Amara
1306,Emmanuel Mouret
1307,Emmett Malloy
1308,Enah Johnscott
1309,Enrico Bisi
1310,Enrique García Meza
1311,Eondeok Han
1312,Eric Abrams
1313,Eric Aghimien
1314,Eric Bress
1315,Eric Bross
1316,Eric D. Cabello Díaz
1317,Eric Darnell
1318,Eric Drath
1319,Eric Goode
1320,Eric Idle
1321,Eric Juhola
1322,Eric Khoo
1323,Eric Laneuville
1324,Eric Meza
1325,Eric Notarnicola
1326,Eric Radomski
1327,Eric Schlosser
1328,Eric Stoltz
1329,Eric Summer
1330,Eric Zaragosa
1331,Erich Sturm
1332,Erik Canuel
1333,Erik Ewers
1334,Erik Kling
1335,Erik Matti
1336,Erik Nelson
1337,Erik White
1338,Ernie Barbarash
1339,Erol Özlevi
1340,Errol Morris
1341,Ertanto Robby Soediskam
1342,Erwin van den Eshof
1343,Eshom Nelms
1344,Espen Sandberg
1345,Esteban Crespo
1346,Esteban Sapir
1347,Esteban Vidal
1348,Estela Renner
1349,Ester Gould
1350,Ethan Coen
1351,Ethan Hawke
1352,Eugenio Derbez
1353,Eva Müller
1354,Eva Orner
1355,Eva Trobisch
1356,Eva Vives
1357,Evan Goldberg
1358,Evan Katz
1359,Evan Spiridellis
1360,Everardo González
1361,Evgeny Afineevsky
1362,Eylem Kaftan
1363,Ezekiel Norton
1364,Fab Five Freddie
1365,Fabien Beziat
1366,Fabio Grassadonia
1367,Fabio Ock
1368,Fabrice Du Welz
1369,Fabrizio Copano
1370,Fahad Mustafa
1371,Faisal al Amer
1372,Fajar Bustomi
1373,Falz
1374,Faozan Rizal
1375,Faraday Okoro
1376,Farah Khan
1377,Farah Nabulsi
1378,Farah X
1379,Faraz Haider
1380,Farhad Safinia
1381,Farhan Akhtar
1382,Farhan Alam
1383,Faris Godus
1384,Farishad I. Latjuba
1385,Farjad Nabi
1386,Fazila Allana
1387,Federico D'Alessandro
1388,Federico Lemos
1389,Federico Veiroj
1390,Felipe Cano
1391,Felix Binder
1392,Felix Chong
1393,Felix Herngren
1394,Felix Starck
1395,Felix Thompson
1396,Felix Van Groeningen
1397,Felix van Groeningen
1398,Fellipe Barbosa
1399,Femi D. Ogunsanwo
1400,Femi Oyeniran
1401,Feng Xiaogang
1402,Ferdinando Cito Filomarino
1403,Fermín Muguruza
1404,Fernando Ayllón
1405,Fernando Coimbra
1406,Fernando Colomo
1407,Fernando Frías De La Parra
1408,Fernando Frías de la Parra
1409,Fernando González Molina
1410,Fernando Lebrija
1411,Fernando Meirelles
1412,Fernando Moro
1413,Fernando Sariñana
1414,Fernando Villena
1415,Feroz
1416,Ferzan Özpetek
1417,Filip Renc
1418,Filip Zylber
1419,Filippo Gastaldi
1420,Fisher Stevens
1421,Flor Salcedo
1422,Florent Bodin
1423,Floria Sigismondi
1424,Florian Gallenberger
1425,Florian Henckel von Donnersmarck
1426,Florian Schnell
1427,Florian Schott
1428,Floyd Russ
1429,Fluvio Iannuci
1430,Fouad Al Shatti
1431,Fouad El-Mohandes
1432,Francesco Amato
1433,Francesco Carnesecchi
1434,Francesco Carrozzini
1435,Francesco Imperato
1436,Francesco Lettieri
1437,Francine Parker
1438,Francis Ford Coppola
1439,Francis Lee
1440,Francis Whately
1441,Francisco D'Eufemia
1442,Francisco Macri
1443,Francisco Ruiz Velasco
1444,Francisco Schultz
1445,Franck Ekinci
1446,Franck Nataf
1447,Franck Phelizon
1448,Franck Ribière
1449,Frank Ariza
1450,Frank Capra
1451,Frank Coraci
1452,Frank E. Abney III
1453,Frank Marshall
1454,Frank O'Connor
1455,Frank Oz
1456,Frank Paur
1457,Frank Rajah Arase
1458,Frank W Chen
1459,Frant Gwo
1460,Franziska Meyer Price
1461,Frasco Mortiz
1462,Fred Cavayé
1463,Fred Durst
1464,Fred M. Wilcox
1465,Fred Olen Ray
1466,Fred Ouro Preto
1467,Fred Wolf
1468,Freddie Waters
1469,Frederick Cipoletti
1470,Fredric Lean
1471,Fredrick Munk
1472,Fritz Böhm
1473,Fritz Ofner
1474,Frédéric Tonolli
1475,Fumihiko Sori
1476,Funke Akindele
1477,Fuwad Khan
1478,G.J. Echternkamp
1479,Gabe Ibáñez
1480,Gabe Klinger
1481,Gabe Turner
1482,Gabriel Clarke
1483,Gabriel Cruz Rivas
1484,Gabriel Grieco
1485,Gabriel Sabloff
1486,Gabriela Cowperthwaite
1487,Gabriela García Rivas
1488,Gabriela Tagliavini
1489,Gabriele Muccino
1490,Gaby Dellal
1491,Gafoor Y. Elliyaas
1492,Gagan Puri
1493,Gail Willumsen
1494,Gajendra Ahire
1495,Galley Molina
1496,Ganesh Kadam
1497,Gangadhar Salimath
1498,Gareth Evans
1499,Gareth Sacala
1500,Garin Nugroho
1501,Garrett Bradley
1502,Garry Marshall
1503,Garth Davis
1504,Gary Andrews
1505,Gary Binkow
1506,Gary Cohen
1507,Gary David Goldberg
1508,Gary Fleder
1509,Gary Goldman
1510,Gary Howsam
1511,Gary Mak
1512,Gary Michael Schultz
1513,Gary Ross
1514,Gary Shore
1515,Gary Sing
1516,Gary Stretch
1517,Gary Wang
1518,Gary Wheeler
1519,Gary Winick
1520,Gary Young
1521,Gaspar Antillo
1522,Gastón Duprat
1523,Gaurav Bavdankar
1524,Gaurav Narayanan
1525,Gauravv K Chawla
1526,Gauri Shinde
1527,Gautham Vasudev Menon
1528,Gautier & Leduc
1529,Gavin Fitzgerald
1530,Gavin O'Connor
1531,Gavin Yap
1532,Gayane Petrosyan
1533,Gaëtan Brizzi
1534,Geetu Mohandas
1535,Gene Quintano
1536,Genevieve Nnaji
1537,Genndy Tartakovsky
1538,Geoff Anderson
1539,Geoff Luck
1540,Geoffrey Orthwein
1541,George C. Wolfe
1542,George Clooney
1543,George Cukor
1544,George Ford
1545,George Gallo
1546,George Jackson
1547,George Mendeluk
1548,George Miller
1549,George Nolfi
1550,George Ratliff
1551,George Stevens
1552,Georges Hachem
1553,Gerard Barrett
1554,Gerard McMurray
1555,Gerardo Gatica
1556,Gerardo Olivares
1557,Gerhard Mostert
1558,Gerry Blaksley
1559,Gerry Hoban
1560,Gervasio Iglesias
1561,Geun-hyun Cho
1562,Giancarlo Esposito
1563,Gianfranco Rosi
1564,Gideon Raff
1565,Gil Baroni
1566,Gil Kenan
1567,Gilbert Chan
1568,Gilles Paquet-Brenner
1569,Gillian Armstrong
1570,Gillian Robespierre
1571,Gina Prince-Bythewood
1572,Ginny Mohler
1573,Girish Joshi
1574,Girish Malik
1575,Girish Mohite
1576,Gitanjali Rao
1577,Giulia Clark
1578,Giulio Base
1579,Glen Goei
1580,Glen Keane
1581,Glen Winter
1582,Glendyn Ivin
1583,Glenn Miller
1584,Glenn Weiss
1585,Go Koga
1586,Golam Kibria Farooki
1587,Gonzalo Bendala
1588,Gonzalo López-Gallego
1589,Gordon Anderson
1590,Gordon Chan
1591,Gordon Parks
1592,Gore Verbinski
1593,Graham Phillips
1594,Graham Townsley
1595,Grand Corps Malade
1596,Grant Heslov
1597,Grant Korgan
1598,Grant S. Johnson
1599,Grant Singer
1600,Grant Sputore
1601,Greg Barker
1602,Greg Berlanti
1603,Greg Coolidge
1604,Greg Kohs
1605,Greg MacGillivray
1606,Greg McLean
1607,Greg Mottola
1608,Greg Pritikin
1609,Greg Rankin
1610,Greg Richardson
1611,Greg Strause
1612,Greg Tiernan
1613,Greg Whiteley
1614,Greg Young
1615,Gregg Bishop
1616,Gregory Caruso
1617,Gregory Hoblit
1618,Gregory Jacobs
1619,Gregory Nava
1620,Gregory Plotkin
1621,Greta Gerwig
1622,Griffin Dunne
1623,Guilherme Fontes
1624,Guillaume Pierret
1625,Guillaume Renard
1626,Guillermo Garcia
1627,Guillermo de Oliveira
1628,Guillermo del Toro
1629,Gulzar
1630,Guntur Soeharjanto
1631,Guo Jingming
1632,Gupse Özay
1633,Gurinder Chadha
1634,Gurmmeet Singh
1635,Gurudev Bhalla
1636,Gurvinder Singh
1637,Gus Van Sant
1638,Gustavo Ron
1639,Guy Ritchie
1640,Guy Vasilovich
1641,Habib Faisal
1642,Hadi El Bagoury
1643,Hadrah Daeng Ratu
1644,Haifaa Al-Mansour
1645,Haile Gerima
1646,Haissam Hussain
1647,Hajime Kamegaki
1648,Hajime Sasaki
1649,Hakan Algül
1650,Hakan Yonat
1651,Halder Gomes
1652,Halitha Shameem
1653,Hallie Meyers-Shyer
1654,Hallvard Bræin
1655,Ham Tran
1656,Hamad AlSarraf
1657,Hamisha Daryani Ahuja
1658,Han Han
1659,Han Kwang Il
1660,Han Qing
1661,Han Yan
1662,Handan İpekçi
1663,Hang-Jun Jang
1664,Hani Al-Shaibani
1665,Hani Hamdi
1666,Hannah Fidell
1667,Hannes Stöhr
1668,Hanno Olderdissen
1669,Hanns-Bruno Kammertöns
1670,Hans Petter Moland
1671,Hanung Bramantyo
1672,Hany Motawie
1673,Hao Wu
1674,Haoling Li
1675,Harald Zwart
1676,Hardik Mehta
1677,Hari Nath
1678,Hari Viswanath
1679,Harjit Singh
1680,Hark Tsui
1681,Harmony Korine
1682,Harold Becker
1683,Harold Cronk
1684,Harpeet Singh
1685,Harrison Smith
1686,Harry Baweja
1687,Harry Bradbeer
1688,Harry Chaskin
1689,Harry Elfont
1690,Harshavardhan Kulkarni
1691,Haruka Fujita
1692,Harvey Glazer
1693,Harvey Lilley
1694,Harvey Lowry
1695,Hasan Aljaberi
1696,Hasan Karacadağ
1697,Hashim Nadeem Khan
1698,Hasraf Dulull
1699,Hassan AbdulSalam
1700,Hassan Hegazy
1701,Hatem Khraiche
1702,Hayao Miyazaki
1703,Hayato Date
1704,Hayden Guppy
1705,Hayden Schlossberg
1706,Hazem Fouda
1707,He Xiaofeng
1708,Heather Walsh
1709,Heber Cannon
1710,Heidi Brandenburg
1711,Heidi Ewing
1712,Heidi Saman
1713,Heitor Dhalia
1714,Helena Bergström
1715,Helena Coan
1716,Hemambar Jasti
1717,Hemant Gaba
1718,Henri Wong
1719,Henrik Martin Dahlsbakken
1720,Henrik Ruben Genz
1721,Henry Hathaway
1722,Henry Joost
1723,Henry Sarwer-Foner
1724,Henry Selick
1725,Henry Thurlow
1726,Hepi Mita
1727,Herman Yau
1728,Hernán Guerschuny
1729,Hernán Zin
1730,Hideaki Anno
1731,Hideaki Takizawa
1732,Hideki Futamura
1733,Hidenori Inoue
1734,Hidetaka Inazuka
1735,Hikari
1736,Hikaru Toda
1737,Hiromasa Yonebayashi
1738,Hiroshi Aoyama
1739,Hiroshi Katagiri
1740,Hiroshi Yamazaki
1741,Hirotsugu Kawasaki
1742,Hiroyuki Seshita
1743,Hitoshi Namba
1744,Holger Tappe
1745,Honey Trehan
1746,Hong Khaou
1747,Hong Won-ki
1748,Hong-seon Kim
1749,Houda Benyamina
1750,Houssam El-Din Mustafa
1751,Howard Zieff
1752,Hoyt Yeatman
1753,Hrishikesh Mukherjee
1754,Hsu Chih-yen
1755,Hsu Fu-chun
1756,Hua Shan
1757,Huang Hsin-Yao
1758,Huang Jianming
1759,Huang Lei
1760,Hubert Woroniecki
1761,Hugh Stewart
1762,Hugh WIlson
1763,Hugo Stuven
1764,Hugues Nancy
1765,Husam El-Gohari
1766,Hussein El Ansary
1767,Hussein Kamal
1768,Huw Cordey
1769,Hèctor Hernández Vicens
1770,Héctor Gálvez
1771,Iain Softley
1772,Ian Cheney
1773,Ian Daniel
1774,Ian Edelman
1775,Ian Kirby
1776,Ian MacAllister-McDonald
1777,Ian MacNaughton
1778,Ian Nelms
1779,Ian Samuels
1780,Ibai Abad
1781,Ibrahim Bin Mohamed
1782,Icíar Bollaín
1783,Ifa Isfansyah
1784,Ifeanyi Ikpoenyi
1785,Iginio Straffi
1786,Ignacio Jaunsolo
1787,Ignacio López Escrivá
1788,Igor Kovalyov
1789,Ildiko Enyedi
1790,Ilya Naishuller
1791,Iman Brotoseno
1792,Imtiaz Ali
1793,Inas El-Degheidy
1794,Indra Kumar
1795,Indrajit Nattoji
1796,Indrasis Acharya
1797,Inma Torrente
1798,Ippsie Jones
1799,Ira Sachs
1800,Irek Dobrowolski
1801,Irwin Winkler
1802,Isa Campo
1803,Isaac Ezban
1804,Isaac Florentine
1805,Isaac Rentz
1806,Isabel Coixet
1807,Isabel Sandoval
1808,Isabelle Nanty
1809,Isaki Lacuesta
1810,Isao Yukisada
1811,Ishaan Trivedi
1812,Ishaya Bako
1813,Ishi Rudell
1814,Ismail Farouk
1815,Israel Adrián Caetano
1816,Ivan Andrew Payawal
1817,Ivan Ayr
1818,Ivan Reitman
1819,Ivan Sen
1820,Ivan Silvestrini
1821,Ivona Juka
1822,Iwao Takamoto
1823,Izidore K. Musallam
1824,Izu Ojukwu
1825,Iñaki Dorronsoro
1826,J Blakeson
1827,J. Davis
1828,J. Lee Thompson
1829,J. Michael Long
1830,J.A. Bayona
1831,J.C. Chandor
1832,J.C. Falcón
1833,J.D. Dillard
1834,J.F. Musial
1835,J.J. Abrams
1836,J.M. Berrios
1837,JJC Skillz
1838,JP Habac
1839,Jacek Koprowicz
1840,Jack C. Newell
1841,Jack Starrett
1842,Jack Zagha Kababie
1843,Jackie van Beek
1844,Jacob Joice
1845,Jacob Kornbluth
1846,Jacob LaMendola
1847,Jacob Schwab
1848,Jacqueline Monetta
1849,Jacques Cluzaud
1850,Jacques Perrin
1851,Jacqui Morris
1852,Jadesola Osiberu
1853,Jagdeep Sidhu
1854,Jaime Rayo
1855,Jaivi Dhanda
1856,Jake Paltrow
1857,Jake Szymanski
1858,Jaki Bradley
1859,Jakob Lass
1860,Jakob Schuh
1861,Jakob Verbruggen
1862,Jakub Piątek
1863,Jalil Lespert
1864,Jamal Hill
1865,Jameel Buari
1866,James Bamford
1867,James Barr
1868,James Bobin
1869,James Brown
1870,James D. Stern
1871,James Dearden
1872,James Duffy
1873,James Foley
1874,James Franco
1875,James Gunn
1876,James Haslam
1877,James Hawes
1878,James Ivory
1879,James L. Brooks
1880,James Lee
1881,James Mangold
1882,James Marsh
1883,James Mather
1884,James McTeigue
1885,James Moll
1886,James Ponsoldt
1887,James Redford
1888,James Reed
1889,James Rogan
1890,James Spinney
1891,James Sweeney
1892,James Toback
1893,James Tovell
1894,James Wan
1895,James Watkins
1896,James Wong
1897,James Woodroffe
1898,James Yukich
1899,Jami
1900,Jamie Babbit
1901,Jamie M. Dagg
1902,Jan Belcl
1903,Jan Holoubek
1904,Jan Komasa
1905,Jan Suter
1906,Jan-Peter Horns
1907,Jane Campion
1908,Janet Tobias
1909,Jang Jae-hyun
1910,Jani Lachauer
1911,Janusz Majewski
1912,Jarand Herdal
1913,Jared Hess
1914,Jared Moshé
1915,Jared Stern
1916,Jarrad Paul
1917,Jasbir Bijendra Bhati
1918,Jasmine D'Souza
1919,Jason Bourque
1920,Jason Cohen
1921,Jason Hehir
1922,Jason Iskandar
1923,Jason James
1924,Jason Krawczyk
1925,Jason Kwan
1926,Jason Lai
1927,Jason Moore
1928,Jason Orley
1929,Jason Paul Laxamana
1930,Jason Priestley
1931,Jason Reitman
1932,Jason Spingarn-Koff
1933,Jason Stone
1934,Jason Sussberg
1935,Jason Winer
1936,Jason Zada
1937,Jastis Arimba
1938,Jathin Sanker Raj
1939,Jatla Siddartha
1940,Jaume Balagueró
1941,Jaume Collet-Serra
1942,Javier Ambrossi
1943,Javier Calvo
1944,Javier Colinas
1945,Javier Gómez Santander
1946,Javier Ruiz Caldera
1947,Jay Baruchel
1948,Jay Bulger
1949,Jay Chandrasekhar
1950,Jay Chapman
1951,Jay Chou
1952,Jay Grace
1953,Jay Karas
1954,Jay Lavender
1955,Jay Lyons
1956,Jay Oliva
1957,Jay Roach
1958,Jay Russell
1959,Jay Surridge
1960,Jayan Moodley
1961,Jayan Vannery
1962,Jayaprakash Radhakrishnan
1963,Jayaraj Rajasekharan Nair
1964,Jayme Monjardim
1965,Jayson Thiessen
1966,Jazz Boon
1967,Jean-Bernard Marlin
1968,Jean-Claude Flamand-Barny
1969,Jean-Claude La Marre
1970,Jean-François Blais
1971,Jean-François Richet
1972,Jean-Loup Felicioli
1973,Jean-Marc Vallée
1974,Jean-Patrick Benes
1975,Jean-Pierre Dardenne
1976,Jean-Pierre Devillers
1977,Jean-Simon Chartier
1978,Jeannie Gaffigan
1979,Jeannot Szwarc
1980,Jedd Wider
1981,Jee-woon Kim
1982,Jeethu Joseph
1983,Jeeva
1984,Jeferson De
1985,Jeff Baena
1986,Jeff Chan
1987,Jeff Deverett
1988,Jeff Garlin
1989,Jeff Gill
1990,Jeff Margolis
1991,Jeff Newitt
1992,Jeff Nichols
1993,Jeff Orlowski
1994,Jeff Rowe
1995,Jeff Stilson
1996,Jeff Tomsic
1997,Jeff Tremaine
1998,Jeff Wadlow
1999,Jeffrey C. Bell
2000,Jeffrey Friedman
2001,Jeffrey G. Hunt
2002,Jeffrey Nachmanoff
2003,Jeffrey Schwarz
2004,Jeffrey W. Byrd
2005,Jeffrey Walker
2006,Jehane Noujaim
2007,Jelle de Jonge
2008,Jen McGowan
2009,Jenna Laurenzo
2010,Jenner Furst
2011,Jennie Livingston
2012,Jennifer Baichwal
2013,Jennifer Beamish
2014,Jennifer Brea
2015,Jennifer Kaytin Robinson
2016,Jennifer Lee
2017,Jennifer Lynch
2018,Jennifer M. Kroot
2019,Jennifer Morrison
2020,Jennifer Peedom
2021,Jennifer Phang
2022,Jennifer Siebel Newsom
2023,Jennifer Westcott
2024,Jennifer Yuh Nelson
2025,Jenny Carchman
2026,Jenny Gage
2027,Jenny Popplewell
2028,Jenée LaMarque
2029,Jeo Baby
2030,Jeon Go-woon
2031,Jeremiah Jones
2032,Jeremiah Zagar
2033,Jeremy Coon
2034,Jeremy David White
2035,Jeremy Grant
2036,Jeremy Kenyon Lockyer Corbell
2037,Jeremy Kipp Walker
2038,Jeremy Konner
2039,Jeremy Rush
2040,Jeremy Saulnier
2041,Jeremy Seifert
2042,Jericca Cleland
2043,Jerrold Tarog
2044,Jerry G. Angelo
2045,Jerry Kolber
2046,Jerry Rothwell
2047,Jerry Seinfeld
2048,Jesse Adang
2049,Jesse Allain-Marcus
2050,Jesse Gustafson
2051,Jesse Handsher
2052,Jesse Johnson
2053,Jesse Moss
2054,Jesse Peretz
2055,Jesse V. Johnson
2056,Jesse Vile
2057,Jesse Warn
2058,Jessica Yu
2059,Jessie Nelson
2060,Jesús Magaña Vázquez
2061,Jesús Torres Torres
2062,Jetarin Ratanaserikiat
2063,Jevons Au
2064,Jijo Pancode
2065,Jill Bauer
2066,Jill Culton
2067,Jim Fall
2068,Jim Field Smith
2069,Jim Gable
2070,Jim Henson
2071,Jim Hosking
2072,Jim Mickle
2073,Jim Monaco
2074,Jim Stenstrum
2075,Jim Strouse
2076,Jimmy Henderson
2077,Jitender Pawar
2078,Jitendra Tiwari
2079,Jo Sung-hee
2080,Joachim Fest
2081,Joachim Rønning
2082,Joan C. Gratz
2083,Joana Mazzucchelli
2084,Joann Sfar
2085,Joanna Lombardi
2086,Joaquín Mazón
2087,Jocelyn Moorhouse
2088,Jody Hill
2089,Jody Lambert
2090,Joe Alves
2091,Joe Berlinger
2092,Joe Boyd
2093,Joe Camp
2094,Joe Dante
2095,Joe DeMaio
2096,Joe Dietsch
2097,Joe Johnston
2098,Joe Ksander
2099,Joe Lynch
2100,Joe Mantello
2101,Joe Menendez
2102,Joe Miale
2103,Joe Murray
2104,Joe Nussbaum
2105,Joe Penna
2106,Joe Piscatella
2107,Joe Robert Cole
2108,Joe Roth
2109,Joe Russo
2110,Joe Swanberg
2111,Joe Wright
2112,Joel Coen
2113,Joel Crawford
2114,Joel Gallen
2115,Joel Hopkins
2116,Joel Oliansky
2117,Joel Schumacher
2118,Joey Curtis
2119,Joey Kern
2120,Joey So
2121,Johan Brisinger
2122,Johan Vorster
2123,Johane Matte
2124,Johanna Demetrakas
2125,Johannes Roberts
2126,John A. Davis
2127,John Asher
2128,John Banas
2129,John Barnard
2130,John Bridcut
2131,John Butler
2132,John Carchietta
2133,John Crowley
2134,John Curran
2135,John Dahl
2136,John Dower
2137,John Duigan
2138,John Edginton
2139,John Erick Dowdle
2140,John Ford
2141,John Fortenberry
2142,John G. Avildsen
2143,John H. Lee
2144,John Haptas
2145,John Herzfeld
2146,John Hillcoat
2147,John Hoffman
2148,John Hughes
2149,John Huston
2150,John Irvin
2151,John Kahrs
2152,John L. Spencer
2153,John Lee
2154,John Lee Hancock
2155,John Luessenhop
2156,John Lyde
2157,John Maclean
2158,John Madden
2159,John Michael McDonagh
2160,John Mikulak
2161,John Milius
2162,John Mitchell
2163,John Murlowski
2164,John Musker
2165,John Papola
2166,John Patrick Shanley
2167,John Paul Tremblay
2168,John Putch
2169,John R. Leonetti
2170,John Rice
2171,John Ridley
2172,John Sanford
2173,John Scheinfeld
2174,John Schultz
2175,John Smithson
2176,John Stephenson
2177,John Stevenson
2178,John Stewart Muller
2179,John Stockwell
2180,John Sturges
2181,John Suits
2182,John Trengove
2183,John Upchurch
2184,John Voorhees
2185,John Wells
2186,John Whitesell
2187,John Woo
2188,Johnnie To
2189,Johnny Breedt
2190,Johnny Castuciano
2191,Johnny Kevorkian
2192,Johnny Martin
2193,Johnny To
2194,Johnson Esthappan
2195,Jon Alpert
2196,Jon Avnet
2197,Jon Carey
2198,Jon Favreau
2199,Jon Freeman
2200,Jon Garaño
2201,Jon Greenhalgh
2202,Jon Gunn
2203,Jon Hurwitz
2204,Jon Izen
2205,Jon J. Whelan
2206,Jon Lucas
2207,Jon M. Chu
2208,Jon Manning
2209,Jon Olb
2210,Jon Reiner
2211,Jon Rosenbaum
2212,Jon Rudberg
2213,Jon Schnitzer
2214,Jon Shenk
2215,Jon Spira
2216,Jon Turteltaub
2217,Jon Watts
2218,Jon YonKondy
2219,Jonathan A. Rosenbaum
2220,Jonathan Augustin
2221,Jonathan Baker
2222,Jonathan Clay
2223,Jonathan Demme
2224,Jonathan Glazer
2225,Jonathan Helpert
2226,Jonathan Hensleigh
2227,Jonathan Ignatius Green
2228,Jonathan Levine
2229,Jonathan Liebesman
2230,Jonathan Lynn
2231,Jonathan Milott
2232,Jonathan Mostow
2233,Jonathan Sobol
2234,Jonathan Taylor
2235,Jonathan Teplitzky
2236,Jonathan van Tulleken
2237,Jonathon Link
2238,Jonnie Hughes
2239,Jonás Trueba
2240,Joram Lürsen
2241,Jordan Brady
2242,Jordan Ross
2243,Jordana Spiro
2244,Jordi Llompart
2245,Jorge Blanco
2246,Jorge Granier
2247,Jorge Hernandez Aldana
2248,Jorge M. Fontana
2249,Jorge Michel Grau
2250,Joris Ivens
2251,Jos Humphrey
2252,Jose Gomez
2253,Jose Javier Reyes
2254,Jose Manuel Colón
2255,Jose Mari Goenaga
2256,Joseduardo Giordano
2257,Josef Fares
2258,Joseph Chou
2259,Joseph Cross
2260,Joseph Hsu
2261,Joseph Mbah
2262,Joseph Ruben
2263,Joseph Sargent
2264,Josh Alexander
2265,Josh Aronson
2266,Josh Greenbaum
2267,Josh Izenberg
2268,Josh Koury
2269,Josh Lowell
2270,Josh Mendoza
2271,Josh Safdie
2272,Josh Vietze
2273,Josh Wakely
2274,Josh Webber
2275,Josh Z. Weinstein
2276,Joshua Brown
2277,Joshua Caldwell
2278,Joshua Marston
2279,Joshua Oppenheimer
2280,Joshua Rofé
2281,Joshua Tickell
2282,Joshua Z. Weinstein
2283,Joshua Zeman
2284,Josiah Ng
2285,José Eduardo Belmonte
2286,José Larraza
2287,José Luis Gutiérrez
2288,José Luis Ucha
2289,José Miguel Contreras
2290,José Ortuño
2291,Jota Linares
2292,Jovanka Vuckovic
2293,Joyce Bernal
2294,Juan Antin
2295,Juan Antonio de la Riva
2296,Juan Camilo Pinzon
2297,Juan Carlos Medina
2298,Juan Carlos Rulfo
2299,Juan José Campanella
2300,Juan Manuel Cotelo
2301,Juan Pablo Buscarini
2302,Juan Pablo Rebella
2303,Juan Stadler
2304,Juan Zapata
2305,Juani Libonatti
2306,Judah Friedlander
2307,Jude Okwudiafor Johnson
2308,Jude Weng
2309,Julia Hart
2310,Julia Knowles
2311,Julia Reichert
2312,Julia Willoughby Nason
2313,Julia von Heinz
2314,Julian Jarrold
2315,Julian Schnabel
2316,Juliana Vicente
2317,Julie Dash
2318,Julie Taymor
2319,Julien Abraham
2320,Julien Christian Lutz
2321,Julien Leclercq
2322,Julien Rambaldi
2323,Julien Royal
2324,Julien Seri
2325,Julien War
2326,Juliet May
2327,Julio Fernández Talamantes
2328,Julio Medem
2329,Julio Quintana
2330,Julius Avery
2331,Julius Onah
2332,Julius R. Nasso
2333,Julián Gaviria
2334,Julián Hernández
2335,July Hygreck
2336,Jumpei Mizusaki
2337,Jun Falkenstein
2338,Jun Lana
2339,Jun-seong Kim
2340,Jung Ji-woo
2341,Jung-ah Im
2342,Jung-woo Park
2343,Junichi Sato
2344,Junior Carelli
2345,Juraj Šajmovič
2346,Just Philippot
2347,Justin Baldoni
2348,Justin Bare
2349,Justin Benson
2350,Justin Chadwick
2351,Justin Chon
2352,Justin G. Dyck
2353,Justin Kelly
2354,Justin Krook
2355,Justin Lee
2356,Justin McConnell
2357,Justin P. Lange
2358,Justin Pemberton
2359,Justin Webster
2360,Jérémie Degruson
2361,Jérémie Levypon
2362,Jérémy Clapin
2363,Jørgen Lerdam
2364,K. Gopinathan
2365,K. Rajagopal
2366,K. Ramanlal
2367,K. Subhash
2368,K.C. Bokadia
2369,K.S. Ravikumar
2370,KVR Mahendra
2371,Kaashvie Nair
2372,Kabir Bhatia
2373,Kabir Khan
2374,Kabir Sadanand
2375,Kader Aoun
2376,Kagiso Lediga
2377,Kaila York
2378,Kaizad Gustad
2379,Kalvadour Peterson
2380,Kamal Sahani
2381,Kang Cheng
2382,Kanika Batra
2383,Kanwal Sethi
2384,Karan Anshuman
2385,Karan Bali
2386,Karan Johar
2387,Karan Lalit Butani
2388,Karan Malhotra
2389,Karan Shivajirao Chavan
2390,Kareem Tabsch
2391,Karen J. Lloyd
2392,Karen Maine
2393,Karen Moncrieff
2394,Karey Kirkpatrick
2395,Karim Amer
2396,Karim El Shenawy
2397,Karim El Sobky
2398,Karl Mueller
2399,Karsten Kiilerich
2400,Karthik Narain
2401,Karthik Subbaraj
2402,Karyn Kusama
2403,Kasia Uscinska
